SampleID,Location,SampleType,Plate,Well,Date,Month,mL_Filtered,pMR,plant_reads,plant_QuantIT,plant_uL_pooled,plant_ng_added,plant_norm_reads,aMR,animal_reads,animal_QuantIT,animal_uL_pooled,animal_ng_added,animal_norm_read,xMR,Coast_City,City_Town,Coast_Inland,County,long,lat,DistancetoCoast,Capacity_mgd,PopulationServedK,Per_capita_income_k,Population_density,White_percent,Black_AA_percent,AmericanIndianAlaska_percent,Asian_percent,Hawaiian_PacificIslander_percent,Mixed_percent,HispanicLatino_percent,White_nonHispanic_percent,Foreign_born_percent,High_school_percent,Bachelor_percent,Poverty_percent,CountyBrewery,CityBrewery,HealthInsured_19less,HealthInsured_18_64,FoodInsecure_rate,ChildFoodInsecure,CostPerMeal,InsuredPercent_under19yr,InsuredPercent_18_64,FoodInsecure_percent,LimitedHealthyFoodsAccess_percent,RuralArea_percent,Obesity_20yr_percent,AdultObesity_percent,FoodEnvironmentIndex,ExcessiveDrinking_percent,DrunkDrivingDeaths_percent,Lowbirthweight_percent,Diabetes_20yr_percent,NewDiabetes_perk_20yr
NCWW022621_60,Charlotte 2,WasteWater,NCWW022621,D08,9/23/2020,9,20,56,21908,1.207,9.942004971,12,165268,10,53782,0.134,15,2.01,806730,66,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_68,Charlotte 1,WasteWater,NCWW022621,D09,9/30/2020,9,20,61,18688,5.723,2.096802376,12,668446,9,66915,1.634,7.34,12,2050108,70,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_76,Charlotte 3,WasteWater,NCWW022621,D10,9/30/2020,9,20,58,15839,2.818,4.258339248,12,278964,10,65129,4.564,2.63,12,5573414,68,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_84,Charlotte 3,WasteWater,NCWW022621,D11,11/2/2020,11,20,50,9041,2.167,5.537609599,12,122449,9,68798,1.297,9.25,12,1673081,59,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_13,Charlotte 3,WasteWater,NCWW022621,E02,11/30/2020,11,20,47,10017,0.355,15,5.325,50085,10,53033,0.464,15,6.96,795495,57,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_21,Charlotte 1,WasteWater,NCWW022621,E03,11/18/2020,11,20,56,14766,3.752,3.198294243,12,346263,8,34128,0.733,15,11,511687,64,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_29,Charlotte 2,WasteWater,NCWW022621,E04,11/9/2020,11,20,57,12753,0.822,14.59854015,12,65519,11,53528,0.779,15,11.69,802577,68,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_45,Charlotte 2,WasteWater,NCWW022621,E06,9/16/2020,9,20,59,16289,3.211,3.737153535,12,326900,14,39331,0.247,15,3.71,589170,73,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_61,Charlotte 3,WasteWater,NCWW022621,E08,9/2/2020,9,20,48,13431,0.955,12.56544503,12,80166,9,56225,0.24,15,3.6,843375,57,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_69,Charlotte 2,WasteWater,NCWW022621,E09,9/30/2020,9,20,62,19572,5.999,2.000333389,12,733828,17,50978,0.561,15,8.42,764216,79,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_77,Charlotte 4,WasteWater,NCWW022621,E10,9/30/2020,9,20,45,9334,2.045,5.86797066,12,119300,7,49609,1.349,8.9,12,1254798,52,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_85,Charlotte 2,WasteWater,NCWW022621,E11,10/28/2020,10,20,42,13373,1.423,8.432888264,12,118936,11,49422,0.321,15,4.82,740561,53,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_14,Charlotte 2,WasteWater,NCWW022621,F02,11/25/2020,11,20,50,6146,0.254,15,3.81,30730,11,67847,0.388,15,5.82,1017705,61,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_22,Charlotte 3,WasteWater,NCWW022621,F03,11/18/2020,11,20,57,12630,3.099,3.872216844,12,244627,12,26622,0.352,15,5.28,399330,69,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_30,Charlotte 3,WasteWater,NCWW022621,F04,11/9/2020,11,20,52,11809,0.825,14.54545455,12,60890,8,32536,2.159,5.56,12,1317098,60,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_46,Charlotte 4,WasteWater,NCWW022621,F06,11/11/2020,11,20,47,18270,2.475,4.848484848,12,282614,7,40565,3.943,3.04,12,2999021,54,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_54,Charlotte 2,WasteWater,NCWW022621,F07,10/14/2020,10,20,58,21750,3.939,3.046458492,12,535458,13,83982,0.745,15,11.18,1259167,71,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_62,Charlotte 1,WasteWater,NCWW022621,F08,9/9/2020,9,20,43,10860,0.461,15,6.915,54300,5,52518,0.5,15,7.5,787770,48,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_70,Charlotte 3,WasteWater,NCWW022621,F09,10/7/2020,10,20,55,16523,3.103,3.867225266,12,320443,12,58053,3.721,3.22,12,4050285,67,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_78,Charlotte 1,WasteWater,NCWW022621,F10,10/7/2020,10,20,57,19559,1.71,7.01754386,12,209037,10,56889,0.944,12.71,12,1006935,67,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_86,Charlotte 1,WasteWater,NCWW022621,F11,10/28/2020,10,20,52,18312,1.901,6.312467123,12,217569,6,17162,2.78,4.32,12,894569,58,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_15,Charlotte 1,WasteWater,NCWW022621,G02,11/25/2020,11,20,18,655,0.001,15,0.015,3275,9,39911,2.591,4.63,12,1938926,27,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_23,Charlotte 2,WasteWater,NCWW022621,G03,11/16/2020,11,20,63,15711,2.836,4.231311707,12,278477,14,22854,0.082,15,1.23,342810,77,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_31,Charlotte 2,WasteWater,NCWW022621,G04,11/9/2020,11,20,60,28679,0.804,14.92537313,12,144112,10,37073,1.203,9.98,12,836228,70,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_47,Charlotte 4,WasteWater,NCWW022621,G06,12/9/2020,12,20,57,11194,1.165,10.30042918,12,81506,11,48753,1.868,6.42,12,1707574,68,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_55,Charlotte 4,WasteWater,NCWW022621,G07,10/14/2020,10,20,49,29433,1.947,6.163328197,12,358163,7,66000,0.543,15,8.15,989393,56,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_63,Charlotte 3,WasteWater,NCWW022621,G08,9/9/2020,9,20,54,14409,1.027,11.68451801,12,92488,7,55815,2.266,5.3,12,2371440,61,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_71,Charlotte 4,WasteWater,NCWW022621,G09,10/21/2020,10,20,55,14995,3.205,3.744149766,12,300369,10,48127,3.018,3.98,12,2723387,65,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_79,Charlotte 1,WasteWater,NCWW022621,G10,9/23/2020,9,20,55,14128,1.579,7.599746675,12,139426,10,60679,0.877,13.68,12,997790,65,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_87,Charlotte 3,WasteWater,NCWW022621,G11,10/28/2020,10,20,50,8315,0.599,15,8.985,41575,6,36299,10.808,1.11,12,7355992,56,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_16,Charlotte 3,WasteWater,NCWW022621,H02,11/25/2020,11,20,3,70,0.001,15,0.015,350,9,45433,0.331,15,4.97,680809,12,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_24,Charlotte 1,WasteWater,NCWW022621,H03,11/16/2020,11,20,52,7843,2.224,5.395683453,12,109018,8,19444,0.514,15,7.71,291660,60,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_32,Charlotte 3,WasteWater,NCWW022621,H04,12/7/2020,12,20,56,22489,0.505,15,7.575,112445,13,60700,3.416,3.51,12,3887835,69,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_48,Charlotte 4,WasteWater,NCWW022621,H06,11/25/2020,11,20,44,6175,0.392,15,5.88,30875,7,37439,0.606,15,9.09,561585,51,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_64,Charlotte 4,WasteWater,NCWW022621,H08,9/2/2020,9,20,41,18959,0.706,15,10.59,94795,9,63251,1.988,6.04,12,2357681,50,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_72,Charlotte 1,WasteWater,NCWW022621,H09,10/14/2020,10,20,54,9365,2.185,5.491990847,12,127891,7,44376,0.629,15,9.44,665287,61,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_80,Charlotte 2,WasteWater,NCWW022621,H10,10/7/2020,10,20,50,18114,0.99,12.12121212,12,112080,9,55525,0.305,15,4.58,831966,59,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_88,Charlotte 1,WasteWater,NCWW022621,H11,11/4/2020,11,20,55,19019,0.567,15,8.505,95095,8,50107,2.049,5.86,12,1925048,63,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_1,Beaufort,WasteWater,NCWW2021,A01,6/18/2021,6,40,NA,1703,0.375,20,7.5,3193,NA,19524,9.03,3.875968992,35,566684,NA,Coast_Town,Town,Coast,carteret,-76.6383,34.7173,0,1.5,3.5,29.322,51.48595304,0.725,0.238,0.012,0.006,0.001,0.019,0.085,0.662,0.036,0.877,0.204,0.201,5,2,94.8,86.3,11.7,12,4.03,94.8,86.3,13.8,7.066670345,32.60316839,25.8,33.5,7.5,19.72813577,21.05263158,7.377666248,7.5,11.6
NCWW2021_34,Wilmington City,WasteWater,NCWW2021,A02,6/18/2021,6,40,NA,9054,11.135,3.59,40,94515,NA,19076,18.119,1.931673933,35,1110979,NA,Coast_City,City,Coast,new hanover,-77.94805,34.16995,0,5.5,58.361,38.89,702.0894898,0.744,0.172,0.003,0.013,0.002,0.036,0.071,0.709,0.047,0.935,0.436,0.188,16,15,95.2,85,11.7,12.3,4.11,95.2,85,14.1,7.667691959,2.214963462,25.7,28.6,7.4,20.01992136,24.29906542,8.083067093,8.2,6.8
NCWW2021_38,Winston Salem,WasteWater,NCWW2021,A03,6/18/2021,6,40,NA,24258,18.193,2.2,40,413743,NA,32980,6.144,5.696614583,35,651308,NA,Inland_City,City,Inland,forsyth,-80.3145,36.03478,180,15.3,178,30.859,939.4595912,0.529,0.335,0.005,0.026,0.001,0.065,0.162,0.45,0.102,0.88,0.346,0.19,15,11,95.6,84.8,11.6,16.8,3.81,95.6,84.8,13.8,13.9335561,7.346508113,31.5,33.5,6.9,15.11170889,31.47208122,10.50322581,9.6,9.2
NCWW2021_21,Newport,WasteWater,NCWW2021,A04,6/18/2021,6,40,NA,11479,19.092,2.1,40,205460,NA,14398,14.411,2.428700298,35,666931,NA,Coast_Town,Town,Coast,carteret,-76.86373,34.78416,0,1.2,16.622,25.448,51.48595304,0.66,0.179,0.008,0.036,0.005,0.079,0.164,0.568,0.044,0.938,0.166,0.131,5,1,94.8,86.3,11.7,12,4.03,94.8,86.3,13.8,7.066670345,32.60316839,25.8,33.5,7.5,19.72813577,21.05263158,7.377666248,7.5,11.6
NCWW2021_17,Marion,WasteWater,NCWW2021,A05,6/16/2021,6,40,NA,20773,7.588,5.27,40,147774,NA,33910,32.918,1.063248071,35,3587944,NA,Inland_Town,Town,Inland,mcdowell,-82.04266,35.68481,200,3,8.459,20.812,99.03596772,0.707,0.125,0.006,0.032,0,0.076,0.179,0.633,0.14,0.757,0.161,0.219,3,1,95,83.9,13.7,15,3.22,95,83.9,15.5,2.176011987,70.30180461,23.9,30.1,7.7,18.20667449,28.57142857,8.641975309,7.9,11.2
NCWW2021_27,Charlotte 2,WasteWater,NCWW2021,A06,6/11/2021,6,40,NA,18752,13.706,2.92,40,240951,NA,22342,27.501,1.272680993,35,1974945,NA,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_2,Beaufort,WasteWater,NCWW2021,B01,6/22/2021,6,40,NA,15483,15.351,2.61,40,222825,NA,9455,20.178,1.734562395,35,613231,NA,Coast_Town,Town,Coast,carteret,-76.6383,34.7173,0,1.5,3.5,29.322,51.48595304,0.725,0.238,0.012,0.006,0.001,0.019,0.085,0.662,0.036,0.877,0.204,0.201,5,2,94.8,86.3,11.7,12,4.03,94.8,86.3,13.8,7.066670345,32.60316839,25.8,33.5,7.5,19.72813577,21.05263158,7.377666248,7.5,11.6
NCWW2021_35,Wilmington City,WasteWater,NCWW2021,B02,6/22/2021,6,40,NA,10479,13.007,3.08,40,127782,NA,14772,14.507,2.412628386,35,688813,NA,Coast_City,City,Coast,new hanover,-77.94805,34.16995,0,5.5,58.361,38.89,702.0894898,0.744,0.172,0.003,0.013,0.002,0.036,0.071,0.709,0.047,0.935,0.436,0.188,16,15,95.2,85,11.7,12.3,4.11,95.2,85,14.1,7.667691959,2.214963462,25.7,28.6,7.4,20.01992136,24.29906542,8.083067093,8.2,6.8
NCWW2021_39,Winston Salem,WasteWater,NCWW2021,B03,6/22/2021,6,40,NA,29837,7.874,5.08,40,220253,NA,29945,14.722,2.377394376,35,1417019,NA,Inland_City,City,Inland,forsyth,-80.3145,36.03478,180,15.3,178,30.859,939.4595912,0.529,0.335,0.005,0.026,0.001,0.065,0.162,0.45,0.102,0.88,0.346,0.19,15,11,95.6,84.8,11.6,16.8,3.81,95.6,84.8,13.8,13.9335561,7.346508113,31.5,33.5,6.9,15.11170889,31.47208122,10.50322581,9.6,9.2
NCWW2021_22,Newport,WasteWater,NCWW2021,B04,6/22/2021,6,40,NA,12156,13.026,3.07,40,148448,NA,17903,11.857,2.951842793,35,682315,NA,Coast_Town,Town,Coast,carteret,-76.86373,34.78416,0,1.2,16.622,25.448,51.48595304,0.66,0.179,0.008,0.036,0.005,0.079,0.164,0.568,0.044,0.938,0.166,0.131,5,1,94.8,86.3,11.7,12,4.03,94.8,86.3,13.8,7.066670345,32.60316839,25.8,33.5,7.5,19.72813577,21.05263158,7.377666248,7.5,11.6
NCWW2021_18,Marion,WasteWater,NCWW2021,B05,6/21/2021,6,40,NA,21556,11.262,3.55,40,227591,NA,25287,25.854,1.353755705,35,2101404,NA,Inland_Town,Town,Inland,mcdowell,-82.04266,35.68481,200,3,8.459,20.812,99.03596772,0.707,0.125,0.006,0.032,0,0.076,0.179,0.633,0.14,0.757,0.161,0.219,3,1,95,83.9,13.7,15,3.22,95,83.9,15.5,2.176011987,70.30180461,23.9,30.1,7.7,18.20667449,28.57142857,8.641975309,7.9,11.2
NCWW2021_9,Greenville,WasteWater,NCWW2021,C01,6/18/2021,6,40,NA,27962,9.909,4.04,40,259758,NA,15742,25.495,1.3728182,35,1290029,NA,Inland_City,City,Inland,pitt,-77.30678,35.60849,80,17.5,89.616,28.424,264.9765643,0.525,0.392,0.003,0.025,0,0.034,0.043,0.508,0.04,0.928,0.389,0.262,5,2,95.1,85.1,13.1,20.9,3.74,95.1,85.1,16.1,3.156236291,25.43592549,38.8,39.1,7.4,16.51850136,21.10091743,10.46766033,9,10.7
NCWW2021_28,Charlotte 2,WasteWater,NCWW2021,C02,6/18/2021,6,40,NA,9555,11.262,3.55,40,100883,NA,25199,13.68,2.558479532,35,1108036,NA,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW2021_23,Carrboro,WasteWater,NCWW2021,C03,6/18/2021,6,40,NA,66515,4.749,8.42,40,296137,NA,34263,13.434,2.60532976,35,1479501,NA,Inland_Town,Town,Inland,orange,-77.13877,34.68317,130,14.5,78.141,43.407,369.5443599,0.67,0.153,0.006,0.085,0,0.072,0.085,0.639,0.14,0.955,0.686,0.121,7,4,95.1,90,9.5,6.6,4.48,95.1,90,10.8,8.919757209,28.53192428,20,21.8,7.9,19.30767644,35.71428571,7.514240698,7.6,6.4
